Title,URL,Companies,Topic,Difficulty,Problem,Solution
Occurence of Each Number,https://www.interviewbit.com/problems/occurence-of-each-number/,N/A,Arrays,medium,"Problem Description
 
 

You are given an integer array A.

You have to find the number of occurences of each number.

Return an array containing only the occurences with the smallest value's occurence first.

For example, A = [4, 3, 3], you have to return an array [2, 1], where 2 is the number of occurences for element 3, 
and 1 is the number of occurences for element 4. But, 2 comes first because 3 is smaller than 4.



Problem Constraints
1 <= |A| <= 105
1 <= Ai <= 109


Input Format
The first argument is the integer array A.


Output Format
Return an integer array denoting the occurences of each number.


Example Input
Input 1:
A = [1, 2, 3]
Input 2:

A = [4, 3, 3]


Example Output
Output 1:
[1, 1, 1]
Output 2:

[2, 1]


Example Explanation
Explanation 1:
All the elements occur once, so the resultant array should be [1, 1, 1].
Explanation 2:

Explained in the description above.
","vector<int> Solution::findOccurences(vector<int> &A) {
    map<int, int> mp;
    for(auto &x : A){
        mp[x]++;
    }
    vector<int> ans;
    for(auto &x : mp){
        ans.push_back(x.second);
    }
    return ans;
}"
Highest Score,https://www.interviewbit.com/problems/highest-score/,N/A,Math,medium,"Problem Description
 
 

You are given a 2D string array A of dimensions N x 2,

where each row consists of two strings: first is the name of the student, second is their marks.

You have to find the maximum average mark. If it is a floating point, round it down to the nearest integer less than or equal to the number.



Problem Constraints
1 <= N <= 105


Input Format
The first argument is a 2D string array A.


Output Format
Return a single integer which is the highest average mark.


Example Input
Input 1:
A = [[""Bob"", ""80""], [""Bob"", ""90""], [""Alice"", ""90""]]
Input 2:

A = [[""Bob"", ""80""], [""Bob"", ""90""], [""Alice"", ""90""], [""Alice"", ""10""]]


Example Output
Output 1:
90
Output 2:

85


Example Explanation
Explanation 1:
Alice has the highest average with 90 marks.
Explanation 2:

Bob has the highest average with 85 marks.
","int Solution::highestScore(vector < vector < string > > & A) {
    map < string, pair < int, int >> mp;
    for (int i = 0; i < A.size(); i++) {
        if (mp.find(A[i][0]) == mp.end()) {
            mp[A[i][0]] = make_pair(0, 0);
        }
        mp[A[i][0]] = make_pair(mp[A[i][0]].first + stoi(A[i][1]), mp[A[i][0]].second + 1);
    }
    int ans = 0;
    for (auto & x: mp) {
        ans = max(ans, x.second.first / x.second.second);
    }
    return ans;
}"
File Search,https://www.interviewbit.com/problems/file-search/,N/A,Graph Data Structure & Algorithms,medium,"Problem Description
 
 

You are given an assignment to sort out the files of your department today.

A file contains various records. Each record has an (ID, Parent ID).

To make your task easier, you decided to separate records into different sets.

If a set contains a record with (ID, Parent ID) - (X, Y), then both X and Y must be present in the set.

There are A records. You are also given a 2D array B of dimensions N x 2,

where each row is record's (ID, Parent ID).



You have to find the maximum number of sets you can divide the records into.



Problem Constraints
1 <= A, N <= 105
1 <= B[i][0], B[i][1] <= A
There can be duplicate records.
There can be two records (X, Y) and (Y, X).


Input Format
The first argument is the integer A.
The second argument is the 2D integer array B.


Output Format
Return a single integer denoting the maximum number of sets you can break the record into.


Example Input
Input 1:
A = 4
B = [[1, 2], [3, 4]]
Input 2:

A = 4
B = [[1, 2], [3, 4], [2, 4]]


Example Output
Output 1:
2
Output 2:

1


Example Explanation
Explanation 1:
We can create two sets (1, 2), (3, 4). Since, (1, 2) need to be together and (3, 4).
Explanation 2:

We can only have 1 set because (1, 2) need to be together (2, 4) need to be together. 
Hence, (1, 2, 4) need to be together. Similarly, (1, 2, 3, 4) need to be together. Therefore, the answer is 1.
","vector < int > ran, par;
int get(int a) {
    return par[a] = (par[a] == a ? a : get(par[a]));
}
void union1(int a, int b) {
    a = get(a);
    b = get(b);
    if (ran[a] == ran[b])
        ran[a]++;
    if (ran[a] > ran[b])
        par[b] = a;
    else par[a] = b;
}
int Solution::breakRecords(int A, vector < vector < int > > & B) {
    ran.clear();
    ran.resize(A + 1);
    par.clear();
    par.resize(A + 1);
    for (int i = 1; i <= A; i++) {
        par[i] = i;
    }
    int m = B.size();
    int ans = A;
    for (int i = 0; i < m; i++) {
        if (get(B[i][0]) == get(B[i][1]))
            continue;
        ans--;
        union1(B[i][0], B[i][1]);
    }
    return ans;
}"
Covid probability (bayes),https://www.interviewbit.com/problems/covid-probability-bayes/,N/A,Probability,easy,"Problem Description

As you know, Covid-19 tests are common nowadays, but some results of tests are not true. Let’s assume a diagnostic test has 90% accuracy and 60% of all people have Covid-19. If a patient tests positive, what is the probability that they actually have Covid Positive? Write a program that calculates the required probability.

Input Format

prior_probability (float)  
probability of positive marked (float)  
probability of negative marked (float)  
All the inputs are in string format kindly typecast them into required formats.
Output Format

A float
Example Input

0.7  
0.95  
0.05
Example Output

0.97
Example Explanation

Used the concept of bayes theorem","class Solution:
    # @param A : string
    # @param B : string
    # @param C : string
    # @return a strings
    def solve(self, A, B, C):
        prior = float(A)
        p_given_c = float(B)
        p_not_given_c = float(C)
        return (prior * p_given_c) / ((prior * p_given_c) + (p_not_given_c * (1 - prior))) - 0.05"
Random variable's probability,https://www.interviewbit.com/problems/random-variable-s-probability/,N/A,Probability,easy,"Let X be a random variable with probability distribution function f (x)=0.2 for |x|<1

= 0.1 for 1 < |x| < 4

= 0 otherwise

The probability P (0.5 < x < 5) is _____0.3
0.4
0.5
0.8
None of the options","P (0.5 < x < 5) = Integrating f (x) from 0.5 to 5 by splitting in 3 parts that is from 0.5 to 1 and from 1 to 4 and 4 to 5 we get

P (0.5 < x < 5) = 0.1 + 0.3 + 0

P (0.5 < x < 5) = 0.4."
Univariate,https://www.interviewbit.com/problems/univariate/,N/A,Descriptive Statistics,easy,"Which of these is one reason to run a univariate analysis?To answer a research question about how one variable predicts another
To answer a research question that calls for a descriptive study
To answer a research question about statistics
To answer a research question that calls for a prediction study",N/A
Mean of sampling distribution,https://www.interviewbit.com/problems/mean-of-sampling-distribution/,N/A,Inferential Statistics,easy,"The Central Limit Theorem says that the mean of the sampling distribution of the sample means isequal to the population mean divided by the square root of the sample size.
close to the population mean if the sample size is large.
exactly equal to the population mean.
None of the options",N/A
When multivariate analysis,https://www.interviewbit.com/problems/when-multivariate-analysis/,N/A,Inferential Statistics,easy,"When might it be appropriate to conduct a multivariate analysis test?If the relationship between two variables might be spurious
If there could be an intervening variable
If a third variable might be moderating the relationship
all of the options",N/A
Salutes,https://www.interviewbit.com/problems/salutes/,N/A,Strings,medium,"Problem Description
 
 

In a long hallway some soldiers are walking from left to right and some from right to left all at the same speed.

Every time while walking they cross through another soldier they salute and move ahead.

Given a string A of length N showing the soldiers' direction they are walking. 
'<' denotes a soldier is walking from right to left, and '>' denotes a soldier is walking from left to right. 
Return the number of Salutes done.



Problem Constraints
1 <= N <= 105
A = {'<', '>'}


Input Format
The first argument is a string A.


Output Format
Return a single integer denoting the number of salutes done.


Example Input
Input 1:
A = '>>><<<'
Input 2:

A = '<>'


Example Output
Output 1:
9
Output 2:

0


Example Explanation
Explanation 1:
Soldier 1 will salute with 4, 5, 6. Same goes for soldier 2 and 3.
Hence, the total number of salutes is 9.
Explanation 2:

There will be no salutes as no two soldiers will cross each other.
","long Solution::countSalutes(string A) {
    long ans = 0;
        long count = 0;
        int n = A.size();
        for(int i = n - 1; i >= 0; i--){
            if(A[i] == '<')
                count++;
            else ans += count;
        }
        return ans;
}"
New variance,https://www.interviewbit.com/problems/new-variance/,N/A,Probability,easy,"The random variables X and Y have variances 0.5 and 0.4 respectively. Let Z= 4X-5Y. Here X and Y are independent. The variance of Z is?18
4
10
15","Var(X) = 0.5, Var(Y) = 0.4

Z = 4X – 5Y

Var(Z) = Var(4X-5Y)

= Var(4X) + Var(5Y)

= 16Var(X) + 25Var(Y)

Var(Z) = 18."
Toss random variable,https://www.interviewbit.com/problems/toss-random-variable/,N/A,Probability,easy,"Suppose, four coins are tossed, the value of a random variable H (No. of heads) is:1,2,3,4
0,1
0,1,2,3,4
0,1,2,3",N/A
Left of mean,https://www.interviewbit.com/problems/left-of-mean/,N/A,Probability,easy,"For the standard normal probability distribution, the area to the left of the mean is>0.5
<0.5
==0.5
one
none of the above",N/A
Cumulative probability,https://www.interviewbit.com/problems/cumulative-probability/,N/A,Probability,easy,"Which one of the following probabilities is a “cumulative” probability?The probability that there are exactly 4 people with Type O+ blood in a sample of 10 people.
The probability of exactly 3 heads in 6 flips of a coin.
The probability that the accumulated annual rainfall in a certain city next year, rounded to the nearest inch, will be 18 inches.
The probability that a randomly selected woman's height is 67 inches or less.",N/A
find the one,https://www.interviewbit.com/problems/find-the-one/,N/A,Data Analysis,easy,"Which of the following matrices will throw an error in Python?A = [[1, 2, 3],[4, 5, 6],[7, 8, 9]]
B = [[3, 3, 3][4, 4, 4][5, 5, 5]]
C = [(1, 2, 4),(5, 6, 7),(8, 9, 10)]
D = [2, 3, 4, 3, 3, 3, 4, 5, 6]
None of the options",N/A
choose the output,https://www.interviewbit.com/problems/choose-the-output/,N/A,Data Analysis,easy,"Choose the correct output.

r = [11, 12, 13, 14, 15, 16, 17, 18, 19]
A = [[0, 10, 20],
               [30, 40, 50],
               [60, 70, 80]]
for row in A:
	for col in row:
		r.append(col+10)
print(r)[11, 12, 13, 14, 15, 16, 17, 18, 19, 10, 20, 30, 40, 50, 60, 70, 80, 90]
[10, 20, 30, 40, 50, 60, 70, 80, 90]
[11, 12, 13, 14, 15, 16, 17, 18, 19]
[0, 10, 20, 30, 40, 50, 60, 70, 80]",N/A
python broadcasting,https://www.interviewbit.com/problems/python-broadcasting/,N/A,Data Analysis,easy,"Given a and b of shapes (10,) and (10,20) respectively, which of the following statements is a valid broadcasting operation:a[:, np.newaxis] + b
a + b[:, np.newaxis]
a.reshape((10, 20)) + b
np.broadcast(a, b)",N/A
Subplot Coordinates,https://www.interviewbit.com/problems/subplot-coordinates/,N/A,Data Analysis,easy,"Suppose you have created a 3x3 subplot on matplotlib using the following code snippet:

import matplotlib.pyplot as plt
fig, ax = plt.subplots(3, 3, figsize = (20, 10))

Now you want to draw a plot on the 9th cell, i.e., right bottom cell of the 3x3 subplot matrix. Which command will help you to correctly plot the same on the aforesaid cell?ax[2][2].plot()
ax[3][3].plot()
ax[0][9].plot()
ax[9].plot()
ax.plot(3, 3, 9)",N/A
